environment_id,simplified_edge_id,u,v,network_length,straight_distance,circuity,source_fragment_count,source_shape_provenance
39,env39_simplified_edge_00042,env39_topology_location_0029,env39_topology_location_0032,69.32091680389706,69.32091680060009,1.000000000047561,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00043,env39_topology_location_0029,env39_topology_location_0040,59.693328857795834,59.69332885779649,0.999999999999989,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00044,env39_topology_location_0030,env39_topology_location_0031,60.57945337987845,60.57945338005941,0.9999999999970128,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00045,env39_topology_location_0031,env39_topology_location_0032,40.23520088282489,40.23520088264393,1.0000000000044975,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00046,env39_topology_location_0031,env39_topology_location_0049,122.28988253982047,122.289882539821,0.9999999999999957,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00047,env39_topology_location_0032,env39_topology_location_0042,60.04170190320333,60.04170190320333,1.0,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00048,env39_topology_location_0033,env39_topology_location_0034,64.54943823929432,64.54943823929432,1.0,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00049,env39_topology_location_0034,env39_topology_location_0035,41.724599674083706,41.724599674082455,1.00000000000003,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00050,env39_topology_location_0034,env39_topology_location_0043,63.36253300000004,63.36253300000004,1.0,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00051,env39_topology_location_0035,env39_topology_location_0036,0.24581908495658786,0.2458190849565149,1.0000000000002969,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00052,env39_topology_location_0035,env39_topology_location_0037,43.34467363883803,43.34467363883935,0.9999999999999695,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00053,env39_topology_location_0037,env39_topology_location_0038,53.140874326871014,53.14087432687102,0.9999999999999999,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00054,env39_topology_location_0037,env39_topology_location_0046,62.817553548400454,62.817553548401534,0.9999999999999828,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00055,env39_topology_location_0038,env39_topology_location_0039,57.27569982386201,57.27569982386194,1.0000000000000013,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00056,env39_topology_location_0038,env39_topology_location_0045,61.72463951320012,61.72463951320006,1.0000000000000009,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00057,env39_topology_location_0039,env39_topology_location_0040,109.5192687666896,109.51926876668955,1.0000000000000004,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00058,env39_topology_location_0039,env39_topology_location_0047,63.281040420872706,63.28104042087305,0.9999999999999946,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00059,env39_topology_location_0040,env39_topology_location_0041,1.1229403375807883,1.1229403375807314,1.0000000000000506,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00060,env39_topology_location_0040,env39_topology_location_0042,68.47634360838838,68.47634360838842,0.9999999999999993,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00061,env39_topology_location_0042,env39_topology_location_0048,61.71744168782482,61.71744168782487,0.9999999999999991,1,"[""env39_shape_3305298596651482022""]"
